city,name,zip,address2,hours,state,location,address,services,type,id
Bloomington,Mall of America,55425,,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-7,MN,"{u'lat': 44.85466, u'lon': -93.24565}",340 W Market,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Hablamos Espa\xf1ol', u'Camera Experience Shop ', u'Electronics Recycling', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Windows Store']",BigBox,1000
Tempe,Tempe Marketplace,85281,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 10-8,AZ,"{u'lat': 33.430729, u'lon': -111.89966}",1900 E Rio Salado Pkwy,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1002
California,Lexington Park,20619,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,MD,"{u'lat': 38.29697, u'lon': -76.512016}",45235 Worth Ave.,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1003
Birmingham,Trussville,35235,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,AL,"{u'lat': 33.605438, u'lon': -86.642662}",5072 Pinnacle Sq,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1004
Vacaville,Vacaville,95688,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 38.367649, u'lon': -121.96328}",1621 E Monte Vista Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Windows Store']",BigBox,1008
Long Beach,Long Beach,90803,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.760353, u'lon': -118.11414}",6310 E Pacific Coast Hwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Windows Store']",BigBox,1009
Clarksville,Clarksville,47129,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IN,"{u'lat': 38.327175, u'lon': -85.76461}",1025 Veterans Pkwy,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,1010
El Segundo,Sepulveda and Rosecrans,90245,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.9051385, u'lon': -118.3960826}",740 S Sepulveda Blvd,"[u'Best Buy For Business', u'Geek Squad Services', u'Best Buy Mobile', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Hablamos Espa\xf1ol']",BigBox,1011
Bismarck,Bismarck,58503,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 9-9; Sat: 9-9; Sun: 12-8,ND,"{u'lat': 46.829876, u'lon': -100.81213}",1207 W Century Ave,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services']",BigBox,1012
Glen Allen,Glen Allen,23059,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,VA,"{u'lat': 37.667957, u'lon': -77.459908}",9901 Brook Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Windows Store']",BigBox,1013
Sparks,Spanish Springs,89436,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,NV,"{u'lat': 39.579536, u'lon': -119.7412}",155 Los Altos Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Samsung Experience Shop']",BigBox,1014
Altoona,Altoona,16602,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,PA,"{u'lat': 40.490524, u'lon': -78.382912}",1721 Osgood Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1015
Kalispell,Kalispell,59901,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MT,"{u'lat': 48.239506, u'lon': -114.33124}",2407 Highway 93 N,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1016
San Angelo,San Angelo,76904,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 31.435648, u'lon': -100.50107}",4325 Sunset Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1017
Glendora,Glendora,91740,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 34.11612, u'lon': -117.83625}",1307 E Gladstone St,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1018
Salinas,Salinas,93906,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 36.715809, u'lon': -121.65946}",390 Northridge Mall,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Windows Store']",BigBox,1019
Mission Viejo,Mission Viejo,92691,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.590599, u'lon': -117.674814}",25422 El Paseo,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Pacific Sales Kitchen & Home', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Design Center ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,101
La Quinta,La Quinta,92253,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 33.709164, u'lon': -116.28111}",79220 Hwy 111,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1020
San Rafael,San Rafael,94901,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 37.966579, u'lon': -122.51875}",700 Du Bois St,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Hablamos Espa\xf1ol', u'Magnolia Design Center ', u'Samsung Experience', u'LG Experience ', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1021
Leesburg,Leesburg,20176,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,VA,"{u'lat': 39.098255, u'lon': -77.532104}",609 Potomac Station Dr NE,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Samsung Experience Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1022
Sherman,Sherman,75092,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 33.685692, u'lon': -96.608055}",823 N Creek Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,1023
Weatherford,Weatherford,76087,Ste 120,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 32.727791, u'lon': -97.783157}",138 E Interstate 20,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1024
Noblesville,Noblesville,46060,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IN,"{u'lat': 40.038788, u'lon': -85.990822}",17200 Mercantile Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Windows Store']",BigBox,1025
Enfield,Enfield,06082,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CT,"{u'lat': 41.998211, u'lon': -72.583824}",95 Elm St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1026
Fort Worth,Fort Worth,76135,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 32.804398, u'lon': -97.429245}",5944 Quebec St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Best Buy Marine Powered by Geek Squad', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1027
New York,Midtown Manhattan (44th and 5th),10017,,Mon: 9-9; Tue: 9-9; Wed: 9-9; Thurs: 9-9; Fri: 9-9; Sat: 10-9; Sun: 11-8,NY,"{u'lat': 40.754333, u'lon': -73.980011}",529 5th Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Magnolia Home Theater', u'Samsung Experience', u'Camera Experience Shop ']",BigBox,1028
Mohegan Lake,Cortlandt,10547,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NY,"{u'lat': 41.310825, u'lon': -73.871277}",3105 E Main St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Windows Store', u'Samsung Experience', u'Magnolia Home Theater']",BigBox,1029
West Covina,West Covina,91790,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 34.071552, u'lon': -117.92427}",1800 Plaza Dr.,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience', u'LG Experience ', u'Pacific Sales Kitchen & Home', u'Car & GPS Installation Services']",BigBox,102
Pueblo,Pueblo,81008,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CO,"{u'lat': 38.329201, u'lon': -104.61839}",5890 N Elizabeth St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1030
Boulder,Boulder,80301,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CO,"{u'lat': 40.01675, u'lon': -105.25302}",1740 30th St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1031
Irving,North Irving,75063,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 32.920174, u'lon': -96.972069}",1900 Market Place Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Sony Experience ', u'Magnolia Home Theater', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services']",BigBox,1032
Grand Island,Grand Island,68803,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 9-9; Sun: 11-7,NE,"{u'lat': 40.933624, u'lon': -98.382164}",3404 W 13th St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1034
Mansfield,Mansfield,76063,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 32.598038, u'lon': -97.150681}",2041 Highway 287 N,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1035
Elmira,Big Flats,14903,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NY,"{u'lat': 42.153339, u'lon': -76.874817}",950 County Road 64,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1036
Newnan,Newnan,30265,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,GA,"{u'lat': 33.393749, u'lon': -84.758972}",312 Newnan Crossing Byp E,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1037
Flower Mound,Flower Mound,75028,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 33.06926, u'lon': -97.080109}",6060 Long Prairie Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,1038
Muncy,Muncy,17756,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,PA,"{u'lat': 41.244911, u'lon': -76.831116}",115 Lycoming Mall Cir,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1039
City Of Industry,City Of Industry,91748,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.996811, u'lon': -117.92119}",17545 Gale Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Car & GPS Installation Services', u'Windows Store', u'Samsung Experience', u'Hablamos Espa\xf1ol']",BigBox,103
Lacey,Lacey,98516,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,WA,"{u'lat': 47.058128, u'lon': -122.76134}",1240 Marvin Rd Ne,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1043
Las Vegas,SW Las Vegas,89113,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,NV,"{u'lat': 36.064461, u'lon': -115.24371}",6950 Arroyo Crossing Pkwy,"[u'Windows Store', u'Geek Squad Solution Central', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Pacific Kitchen & Home', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1044
Mountain View,Mountain View,94043,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 37.423073, u'lon': -122.09568}",2460 E Charleston Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1045
Brentwood,Brentwood,94513,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 37.963871, u'lon': -121.72911}",6600 Lone Tree Way,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1046
Appleton,Appleton East,54915,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,WI,"{u'lat': 44.241451, u'lon': -88.359596}",2411 S Kensington Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1047
Homewood,Homewood,60430,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IL,"{u'lat': 41.56646, u'lon': -87.637192}",17800 S Halsted St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1048
Peachtree City,Peachtree City,30269,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,GA,"{u'lat': 33.397484, u'lon': -84.597}",2703 Hwy 54,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Windows Store']",BigBox,1049
Hawthorne,Hawthorne,90250,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 33.897167, u'lon': -118.36559}",5000 W 147th St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Magnolia Home Theater', u'Windows Store', u'Pacific Sales Kitchen & Home', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,104
Avon,Avon,44011,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OH,"{u'lat': 41.466305, u'lon': -82.017853}",1600 Center Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,1050
Durham,Durham Southpoint,27713,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.907135, u'lon': -78.934631}",7001 Fayetteville Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Car & GPS Installation Services', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'Magnolia Home Theater', u'Hablamos Espa\xf1ol']",BigBox,1051
Plover,Stevens Point,54467,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,WI,"{u'lat': 44.522335, u'lon': -89.515335}",1145 Commons Cir,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Car & GPS Installation Services', u'Samsung Experience Shop']",BigBox,1052
Hanover,Arundel Mills,21076,Ste F1,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-8,MD,"{u'lat': 39.155998, u'lon': -76.725204}",7000 Arundel Mills Circle,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Windows Store']",BigBox,1053
Eagan,Eagan,55123,Ste F1,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,MN,"{u'lat': 44.83189, u'lon': -93.152992}",1235 Town Centre Dr,"[u'Geek Squad Solution Central', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1055
Mesa,East Mesa,85209,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,AZ,"{u'lat': 33.384254, u'lon': -111.60139}",1628 S Signal Butte Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Best Buy Marine Powered by Geek Squad', u'Car & GPS Installation Services']",BigBox,1056
Rosedale,Golden Ring,21237,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MD,"{u'lat': 39.33239, u'lon': -76.483322}",8645 Pulaski Hwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Best Buy Marine Powered by Geek Squad', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1057
Gresham,Gresham,97030,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OR,"{u'lat': 45.505295, u'lon': -122.43715}",1148 Nw Norman Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Best Buy For Business', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1058
Rancho Cucamonga,Rancho Cucamonga,91739,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 34.10677, u'lon': -117.537857}",12260 Foothill Blvd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services']",BigBox,105
Marina,Marina,93933,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 36.66708, u'lon': -121.81196}",101 General Stillwell Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Samsung Experience Shop', u'Windows Store']",BigBox,1061
Minot,Minot,58701,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 9-9; Sat: 9-9; Sun: 12-8,ND,"{u'lat': 48.203568, u'lon': -101.30759}",1018 24th Ave SW,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Samsung Experience', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1063
Mt Juliet,Mt Juliet (Providence Marketplace),37122,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 36.164974, u'lon': -86.509552}",401 S Mt Juliet Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Samsung Experience Shop', u'Windows Store']",BigBox,1064
Tinley Park,Tinley Park,60477,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,IL,"{u'lat': 41.550053, u'lon': -87.798416}",7330 191st St,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1066
